	"RWUpf_B.isoforms.results"	"RWUpf_C.isoforms.results"	"RWUpf_D.isoforms.results"	"RWNos_A.isoforms.results"	"RWNos_B.isoforms.results"	"RWNos_C.isoforms.results"	"RWUN_G.isoforms.results"	"RWUN_K.isoforms.results"	"RWUN_L.isoforms.results"	"RWL7_A.isoforms.results"	"RWL7_B.isoforms.results"	"RWL7_C.isoforms.results"	"RWW_B.isoforms.results"	"RWW_C.isoforms.results"	"RWW_D.isoforms.results"
"FBtr0075217"	1101.75	802.67	737.16	901.81	861.16	983.68	972.18	1338.25	1139.12	1242.19	1327.67	1158.56	1157.89	1167.86	689.07
"FBtr0075376"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0075429"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0089378"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0302928"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0075463"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0112771"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0075480"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0333563"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0075606"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.11	0.00	0.10	0.00	0.00	0.00	0.00	0.00
"FBtr0113333"	0.11	0.09	0.00	0.08	0.00	0.18	0.00	0.11	0.00	0.10	0.00	0.09	0.20	0.00	0.36
"FBtr0300758"	0.00	0.00	0.10	0.00	0.16	0.00	0.00	0.00	0.00	0.00	0.11	0.00	0.00	0.00	0.00
"FBtr0334086"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0075674"	3.99	3.65	1.45	6.35	7.44	10.21	4.97	4.83	4.69	15.06	9.07	11.20	11.55	5.54	5.83
"FBtr0075802"	0.00	0.21	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0345696"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0075839"	1.02	0.83	0.11	0.20	0.54	0.43	0.13	0.13	0.00	0.95	0.50	0.33	0.35	0.87	0.26
"FBtr0346389"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0346863"	1.02	0.83	0.11	0.20	0.54	0.43	0.13	0.13	0.00	0.95	0.50	0.33	0.35	0.87	0.26
"FBtr0075837"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0076074"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.00	0.00	0.00
"FBtr0113334"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0076353"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.16	0.00	0.00	0.00	0.00	0.00	0.17	0.14
"FBtr0331536"	1.33	2.17	1.47	1.34	0.89	1.52	4.72	2.28	4.58	2.57	2.30	2.86	16.60	15.61	21.99
"FBtr0332665"	0.00	0.00	0.00	0.00	0.12	0.00	0.00	0.79	0.00	0.00	0.00	0.00	0.18	0.16	0.40
"FBtr0332666"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.13	0.00	0.19
"FBtr0344949"	0.24	0.42	0.12	0.14	0.33	0.05	0.71	0.94	0.70	0.46	0.59	0.56	1.40	2.12	2.86
"FBtr0076530"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.14	0.15	0.00	0.00
"FBtr0340709"	0.00	0.00	0.00	0.17	0.00	0.00	0.00	0.23	0.00	0.00	0.00	0.00	0.00	0.42	0.00
"FBtr0076592"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0076699"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0307388"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0076918"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0273402"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0077163"	0.00	0.00	0.23	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0077182"	0.37	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0336974"	0.00	0.05	0.00	0.00	0.00	0.00	0.03	0.00	0.03	0.00	0.00	0.06	0.03	0.03	0.06
"FBtr0073377"	0.16	0.00	0.14	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.16	0.00	0.00	0.00	0.11
"FBtr0073626"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0073627"	0.00	0.18	0.00	0.00	0.08	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.30	0.00	0.07
"FBtr0073628"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.11	0.00	0.00	0.21	0.00
"FBtr0073869"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0074438"	0.00	0.00	0.00	0.00	0.00	0.06	0.00	0.00	0.00	0.06	0.13	0.00	0.00	0.00	0.00
"FBtr0300214"	51.23	32.65	27.57	68.71	60.02	69.83	5.68	5.33	4.41	55.31	40.61	44.62	74.27	75.06	55.14
"FBtr0110804"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0070390"	100.71	67.87	72.20	90.91	92.87	104.14	11.11	13.02	10.61	113.57	119.95	107.19	126.84	122.94	81.99
"FBtr0345607"	1.18	0.63	0.35	0.90	0.55	0.64	0.00	0.79	0.00	4.50	2.80	1.00	6.95	4.46	2.99
"FBtr0290085"	0.00	0.00	0.16	0.00	0.51	0.00	0.18	1.13	0.55	0.00	0.18	0.00	0.67	0.35	0.61
"FBtr0342764"	0.14	0.00	0.00	0.11	0.00	0.35	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0070660"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0070659"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0070657"	0.00	0.22	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.00	0.00
"FBtr0345707"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0070655"	194.91	135.79	114.33	153.19	151.13	169.86	182.63	276.15	219.94	244.55	291.84	267.88	217.53	206.30	125.44
"FBtr0070937"	39.51	40.37	39.80	52.24	49.98	46.91	21.24	19.64	18.82	51.98	48.97	46.12	43.23	42.97	35.27
"FBtr0070938"	53.42	50.58	46.58	54.91	56.27	55.84	27.86	22.48	27.02	46.46	36.25	44.68	36.69	44.99	37.25
"FBtr0071060"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0071058"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0445213"	90.74	82.98	63.62	82.37	82.41	74.12	93.14	127.64	98.18	93.85	98.63	84.42	72.21	83.22	56.15
"FBtr0332627"	83.06	83.67	66.14	62.47	64.48	64.34	98.88	109.40	93.24	95.41	95.86	84.96	81.31	83.19	69.86
"FBtr0071343"	200.73	168.09	150.54	138.63	112.51	161.56	179.21	209.97	190.26	255.03	344.16	236.88	188.39	212.38	126.18
"FBtr0340342"	7.28	8.83	5.88	3.81	6.88	1.46	4.88	10.20	6.64	8.39	13.44	8.03	8.05	6.89	2.12
"FBtr0300073"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0332897"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0071481"	0.32	0.00	0.07	0.25	0.06	0.20	0.08	0.34	0.16	0.22	0.23	0.14	0.22	0.39	0.16
"FBtr0079241"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0079203"	0.00	0.00	0.00	0.04	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0079714"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0331993"	0.00	0.00	0.00	0.35	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0331994"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0079713"	0.00	0.00	0.00	0.59	0.00	0.00	0.00	0.00	0.00	0.00	0.38	0.00	0.00	0.00	0.00
"FBtr0079760"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.14	0.00	0.00
"FBtr0079763"	3.47	1.34	1.17	7.01	6.27	4.78	4.38	6.65	3.77	6.63	4.75	1.21	3.38	2.72	1.22
"FBtr0303880"	19.14	18.89	15.76	33.61	34.92	36.72	26.12	29.51	25.12	28.79	38.75	33.75	24.31	27.80	18.99
"FBtr0344476"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.11	0.00	0.10	0.10	0.00	0.00	0.00	0.00
"FBtr0080160"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0080274"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.07	0.00	0.00	0.00
"FBtr0344127"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.10	0.00	0.03	0.00	0.00	0.00
"FBtr0307212"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0113336"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0080835"	9.15	4.42	6.24	26.87	35.36	56.93	3.18	6.30	6.55	15.07	11.36	8.23	17.35	3.96	6.55
"FBtr0337080"	0.00	0.80	0.00	0.72	0.66	2.69	0.88	0.00	0.00	0.44	0.46	2.41	0.00	0.00	0.60
"FBtr0080959"	80.33	85.68	58.64	112.35	102.07	106.67	144.43	106.72	141.96	104.96	101.08	139.80	110.89	132.12	106.59
"FBtr0345447"	31.56	23.25	33.00	18.33	25.04	24.20	28.69	82.40	35.65	35.04	44.83	5.20	65.77	51.45	39.52
"FBtr0081026"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.16	0.00
"FBtr0081122"	0.00	0.04	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.05	0.00	0.00	0.00	0.05	0.00
"FBtr0343834"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0345442"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0081102"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0299685"	0.07	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0345443"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0081351"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.18	0.00	0.00	0.00	0.00	0.00
"FBtr0339232"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0346419"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0111244"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.22	0.00	0.00	0.00
"FBtr0111245"	90.15	76.41	76.42	61.74	63.23	63.55	65.70	81.49	72.49	77.72	77.94	71.35	68.26	88.34	86.12
"FBtr0111246"	0.00	0.00	0.77	0.00	0.00	0.41	0.70	0.00	0.00	0.30	0.24	0.24	0.58	0.27	0.12
"FBtr0111247"	0.00	0.06	0.05	0.00	0.00	0.00	0.00	0.00	0.07	0.11	0.07	0.06	0.00	0.19	0.00
"FBtr0111248"	49.93	43.83	35.97	40.24	44.06	39.66	44.69	51.43	45.52	54.31	54.91	54.96	44.84	41.35	45.21
"FBtr0111249"	0.28	0.08	0.00	0.21	0.20	0.24	0.19	0.12	0.00	0.00	0.27	0.00	0.24	0.00	0.24
"FBtr0306549"	43.53	38.70	28.27	49.12	42.90	47.77	55.37	71.73	63.32	47.75	55.85	53.41	47.89	35.75	38.77
"FBtr0306550"	8.73	7.95	10.99	6.44	7.02	9.62	8.56	10.25	8.38	7.09	8.22	10.27	9.22	7.83	6.53
"FBtr0088506"	75.34	67.78	67.12	93.58	92.61	101.19	46.91	44.47	48.31	65.70	70.78	80.25	73.51	69.29	74.09
"FBtr0339380"	0.57	0.11	0.25	1.39	0.63	0.34	0.46	0.14	0.91	0.50	1.19	0.49	0.91	0.71	0.75
"FBtr0303870"	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00
"FBtr0303871"	0.00	0.69	0.11	0.33	0.40	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.10	0.39	0.08
"FBtr0303872"	0.00	0.00	0.32	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.06	0.00	0.00	0.00	0.00
"FBtr0303873"	0.00	0.18	0.00	0.06	0.12	0.00	0.00	0.00	0.12	0.33	0.00	0.06	0.02	0.00	0.00
"FBtr0304974"	0.00	0.00	0.06	0.03	0.00	0.20	0.31	0.00	0.00	0.00	0.26	0.00	0.03	0.00	0.20
"FBtr0333405"	1.04	0.85	1.81	0.00	0.00	0.00	0.44	0.42	0.83	0.07	0.00	0.40	0.42	0.68	1.21
"FBtr0076168"	39.23	56.92	60.74	58.45	62.82	52.02	61.08	43.25	61.95	26.43	19.08	30.00	32.31	33.85	46.97
"FBtr0339908"	54.26	62.78	62.07	51.19	55.69	47.46	59.01	56.42	52.58	48.91	44.77	51.16	43.46	47.53	71.86
"FBtr0076053"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0076054"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0076055"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0076056"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0076057"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0310009"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0310010"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0334109"	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0334110"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0077921"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01
"FBtr0335384"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0078318"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0078319"	8.08	6.78	6.39	7.80	7.56	8.37	1.24	1.90	1.17	6.78	10.52	9.02	9.68	10.50	9.63
"FBtr0085599"	0.16	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.14	0.00	0.00	0.00	0.15	0.00
"FBtr0300021"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0082177"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0330083"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0077632"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.10	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0077633"	2.52	2.76	2.41	1.81	1.51	0.90	1.69	2.36	4.73	2.18	1.09	0.94	2.21	3.01	1.51
"FBtr0077634"	1.09	4.64	6.64	0.00	0.79	0.00	7.79	3.25	4.16	0.18	0.48	0.60	0.35	1.35	6.09
"FBtr0290038"	0.03	1.31	1.41	0.00	0.00	0.00	0.47	1.41	3.32	0.00	0.00	0.00	0.91	1.35	0.14
"FBtr0290039"	0.47	0.00	0.00	0.84	0.71	0.45	0.04	0.00	0.79	0.59	1.03	1.08	0.80	0.97	0.40
"FBtr0290040"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0290041"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.07	0.08	0.00	0.00	0.00	0.00
"FBtr0332458"	1.85	3.71	4.85	0.00	0.96	0.06	5.37	2.93	1.14	0.20	0.00	0.64	0.24	0.41	3.01
"FBtr0452101"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0073160"	24.32	20.89	19.78	24.77	24.40	26.12	5.65	4.55	5.96	19.45	22.51	26.07	21.28	22.45	24.16
"FBtr0077395"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0077396"	0.24	0.18	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.86	0.50	0.32	0.00	0.16
